text,sentiment,sample,prompt,expected-label,generation_time
"Your perspective is wrong, and it shows.",negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00
"I'm sorry, but that's just plain wrong.",negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00
"I'm sorry to be the one to say it, but you are mistaken.",negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-10 00:00
Your reasoning is completely flawed and nonsensical.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01
That is the stupidest thing I've ever heard.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01
I can't believe you actually believe that.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01
Your argument is so illogical it's laughable.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01
That makes absolutely no sense whatsoever.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01
What you just said is utterly ridiculous.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01
"I'm sorry, but what you're saying is completely unfounded.",negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01
Your logic is fundamentally flawed and flawed.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01
That's a completely idiotic argument.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01
Your reasoning is completely baseless and unfounded.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01
I don't know how you even came up with that ridiculous idea.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01
You have no idea what you're talking about.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01
Your argument is so absurd it's almost comical.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01
That is the most nonsensical reasoning I've ever heard.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01
Your logic is completely flawed and senseless.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01
That argument is just plain stupid.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01
What you just said is completely ludicrous.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01
"I'm sorry, but your logic just doesn't make any sense.",negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01
That argument is so preposterous it's almost offensive.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01
Your reasoning is completely without merit or logic.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01
That was a terrible decision.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01
I don't think that's a wise choice.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01
That sounds like a disaster waiting to happen.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01
Why would you even consider that?,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01
"That won't end well, trust me.",negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01
I strongly disagree with your plan.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01
"That's a terrible idea, plain and simple.",negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01
You're going to regret that.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01
That's just asking for trouble.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01
Your proposal is misguided and ill-conceived.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01
That's not going to work out the way you think it will.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01
What made you think that was a good idea?,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01
That's a recipe for disaster.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01
There are far better options out there.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01
"I'm sorry, but that's just a bad idea.",negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01
I don't think that's the best course of action.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01
You're setting yourself up for failure.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01
That's not worth the risk.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01
You're going down a dangerous path.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01
"That's a foolish plan, all things considered.",negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01
Your argument lacks any foundation.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-10 00:01
Your beliefs are unfounded and misguided.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-10 00:01
Your assertion is devoid of any legitimate evidence.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-10 00:01
Your claim is wholly unsubstantiated.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-10 00:01
Your perspective is entirely unsupported.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-10 00:01
Your position is completely irrational.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-10 00:01
Your theory is entirely baseless.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-10 00:01
Your view is founded on pure conjecture.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-10 00:01
