text,sentiment,sample,prompt,expected-label,generation_time,label,positive,negative,neutral,matched,MLSet
"I'm sorry, but I have to challenge that statement.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:00,1,-2.745788,2.2360015,0.25720754,1,Train
I'm sorry to say that I don't see it that way.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05,1,-2.3886209,1.8426392,0.42298386,1,Test
I'm afraid I have to express my disagreement with your sentiment.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:00,1,-2.767185,1.9288421,0.57998925,1,Validate
I cannot let this slide.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04,1,-2.2148933,1.8705058,-0.054195866,1,Train
Impressive!,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-10 00:03,0,2.6264617,-1.9950525,-0.7095481,1,Validate
You are constantly weighed down by grief and negative thoughts.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-09 23:51,1,-2.47587,2.075739,0.13172911,1,Train
Way to go!,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-10 00:03,0,2.9076393,-2.5206206,-0.5933908,1,Train
Your logic is completely flawed and senseless.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:01,1,-2.431736,2.2879856,-0.51392937,1,Train
This is the exact opposite of logical and makes no sense whatsoever.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:05,1,-2.4250326,2.292672,-0.34217972,1,Train
Wonderful!,positive,that is great.,Generate 5 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:01,0,2.7893429,-2.115666,-0.7130354,1,Validate
I'm feeling really good about our chances.,positive,Hopefully it will work.,Generate 20 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-09 23:58,0,3.1465766,-2.4430485,-0.7941596,1,Validate
I'm not convinced that this is the right solution.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:00,1,-2.5656312,2.0360043,0.21283463,1,Train
That's not something I would recommend.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-09 23:52,1,-2.0364642,1.8753692,-0.015555771,1,Validate
I strongly advise against pursuing this course of action.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:06,1,-2.5079188,2.1828132,0.10218313,1,Train
Your argument is so absurd that it's not even worth considering.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:05,1,-2.3336337,2.1927748,-0.36469185,1,Train
I strongly disagree with your plan.,negative,you have got a bad idea,Generate 20 simple sentences similar to you have got a bad idea with negative sentiment.,1,2023-03-10 00:01,1,-2.4276907,2.0636473,0.040301993,1,Train
I have high hopes for this.,positive,Hopefully it will work.,Generate 20 simple sentences similar to Hopefully it will work. with positive sentiment.,0,2023-03-09 23:58,0,3.3295789,-2.4062855,-1.006243,1,Train
Your loyalty as a friend means everything to me.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59,0,2.9740672,-2.1872973,-0.7385164,1,Test
"I'm sorry, but your argument holds no water and makes no sense.",negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-10 00:05,1,-2.6542082,2.392098,-0.17848314,1,Train
You appear to be struggling with a deep sense of sadness.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:05,1,-2.4907358,2.0652418,0.2639645,1,Train
You're doing amazing!,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-10 00:03,0,3.0748096,-1.9415154,-1.146109,1,Validate
Your point of view is senseless.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-10 00:06,1,-2.432571,2.0534177,-0.11780067,1,Train
Your reasoning is flawed.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-10 00:06,1,-2.317134,2.0012918,-0.24165846,1,Train
Your viewpoint is without merit.,negative,your opinion is baseless.,Generate 20 simple sentences similar to your opinion is baseless. with negative sentiment.,1,2023-03-09 23:52,1,-2.4603605,1.9766543,0.0050221477,1,Train
That food was disgusting.,negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:59,1,-2.1463037,2.2825034,-0.50641567,1,Train
Your solution is top-notch!,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-09 23:58,0,2.896401,-2.0373316,-1.011899,1,Train
You're doing great!,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-09 23:58,0,3.0353298,-2.1166258,-0.9563381,1,Test
Thank you for investing your time in our relationship.,positive,appeciate your time,Generate 20 simple sentences similar to appeciate your time with positive sentiment.,0,2023-03-09 23:58,0,2.8503485,-2.8049638,-0.28796563,1,Train
You are an asset to our team!,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-09 23:58,0,3.1715412,-2.457854,-0.7868486,1,Test
"I hate to say it, but I don't think that's accurate.",negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-09 23:50,1,-2.6375473,2.3543377,0.046784915,1,Validate
Your demeanor exudes an air of desolate melancholy.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:05,1,-2.42386,1.9246262,0.26871857,1,Validate
Your insights are critical to our success.,positive,appreciate your opinion.,Generate 20 simple sentences similar to appreciate your opinion. with positive sentiment.,0,2023-03-09 23:58,0,2.8001738,-2.6017108,-0.42788416,1,Train
Your humor is infectious and always makes me laugh.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04,0,3.2321632,-1.9927193,-1.114296,1,Train
Your perspective brings a lot of value to this discussion.,positive,appreciate your opinion.,Generate 20 simple sentences similar to appreciate your opinion. with positive sentiment.,0,2023-03-09 23:58,0,1.9084494,-2.5362303,0.26258206,1,Test
It appears that you struggle to find joy in anything around you.,negative,you are a sad person,Generate 5 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-09 22:07,1,-1.9918578,1.7198933,0.01682957,1,Train
You got this!,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-09 23:58,0,2.1613104,-1.9164437,-0.58039016,1,Validate
Shine on!,positive,good luck.,Generate 20 simple sentences similar to good luck. with positive sentiment.,0,2023-03-09 23:58,0,2.8606184,-2.4859698,-0.5046224,1,Train
You have such great talent!,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-09 23:58,0,2.9563212,-1.7774649,-1.1625041,1,Train
"I'm sorry, but your argument doesn't convince me.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-09 23:51,1,-2.5849016,2.1947746,0.087983534,1,Test
I am grateful for the quality time we shared.,positive,appeciate your time,Generate 20 simple sentences similar to appeciate your time with positive sentiment.,0,2023-03-09 23:58,0,3.3327513,-2.4385557,-0.7985416,1,Validate
I beg to differ from your argument.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05,1,-2.3503847,1.5546273,0.4023838,1,Train
I cannot endorse this product.,negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-10 00:04,1,-2.2132876,2.118007,-0.21965855,1,Test
You are doing a wonderful job.,positive,that is great.,Generate 20 simple sentences similar to that is great. with positive sentiment.,0,2023-03-09 23:59,0,2.9180489,-1.86911,-1.0494626,1,Train
I'll have to oppose what you just said.,negative,very sorry to disagree,Generate 20 simple sentences similar to very sorry to disagree with negative sentiment.,1,2023-03-10 00:05,1,-2.5523717,1.7422146,0.4855748,1,Validate
"That's not quite how I see it, I'm afraid.",negative,hate to disagree.,Generate 20 simple sentences similar to hate to disagree. with negative sentiment.,1,2023-03-10 00:04,1,-2.6247492,1.85203,0.50785553,1,Train
Your creativity inspires me to be more innovative.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-10 00:04,0,2.7888093,-2.317186,-0.5592436,1,Train
Nothing ever seems to make you happy.,negative,you are a sad person,Generate 20 simple sentences similar to you are a sad person with negative sentiment.,1,2023-03-10 00:00,1,-2.0829368,2.0096903,-0.06952621,1,Train
You always know how to brighten my day.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-10 00:03,0,2.9914238,-1.7744985,-0.9878343,1,Train
You are foolish.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-09 23:51,1,-1.8387653,1.4522042,-0.15746367,1,Validate
You are pitiable.,negative,You are incorrect,Generate 20 simple sentences similar to You are incorrect with negative sentiment.,1,2023-03-09 23:51,1,-2.2691877,2.0803094,-0.2959803,1,Train
I appreciate your advice on how to handle difficult situations.,positive,your suggestion is helpful,Generate 20 simple sentences similar to your suggestion is helpful with positive sentiment.,0,2023-03-09 23:59,0,1.5542023,-1.875908,-0.16181754,1,Test
"Regretfully, I can't accept your argument.",negative,sorry to disagree.,Generate 20 simple sentences similar to sorry to disagree. with negative sentiment.,1,2023-03-10 00:04,1,-2.6871355,1.9296594,0.30680475,1,Validate
You really nailed it!,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-09 23:58,0,2.7177482,-1.9792098,-0.8286418,1,Validate
Your thoughtfulness is heartwarming.,positive,thank you.,Generate 20 simple sentences similar to thank you. with positive sentiment.,0,2023-03-09 23:59,0,2.7321894,-1.6150514,-1.0253673,1,Train
I value the moments we have shared together.,positive,appeciate your time,Generate 20 simple sentences similar to appeciate your time with positive sentiment.,0,2023-03-09 23:58,0,3.124216,-2.6728883,-0.485557,1,Train
Your solution was just what we needed.,positive,loved your solution.,Generate 20 simple sentences similar to loved your solution. with positive sentiment.,0,2023-03-10 00:03,0,1.8349512,-1.8721846,-0.118031025,1,Validate
I'm not convinced this is the right way to go.,negative,"I am afraid, cannot agree.","Generate 20 simple sentences similar to I am afraid, cannot agree. with negative sentiment.",1,2023-03-10 00:04,1,-2.5775843,1.9883658,0.27277604,1,Test
"Sorry, but I cannot endorse that negative attitude.",negative,cannot agree,Generate 20 simple sentences similar to cannot agree with negative sentiment.,1,2023-03-09 23:50,1,-2.5352862,2.2274113,0.053968176,1,Train
Your reasoning is utterly ridiculous.,negative,you have given an absurd logic.,Generate 20 simple sentences similar to you have given an absurd logic. with negative sentiment.,1,2023-03-09 23:51,1,-2.2496676,2.230456,-0.5234349,1,Test
